Dataset,Feature,# of data points,# non-constant descriptors,Fisher Separability ID
CHEMBL3309112,mfp_r2_1024,289,736,3.646638136141031
CHEMBL3309112,maccs_keys,289,107,1.5002833267584954
CHEMBL3392948,embed,335,16,2.01658456898492
CHEMBL3392948,mfp_r2_1024,335,782,5.730351617797755
CHEMBL3392948,maccs_keys,335,123,3.298585316672563
CHEMBL3616354,embed,103,16,2.5543544467934574
CHEMBL3616354,mfp_r2_1024,103,514,6.26925409572997
CHEMBL3616354,maccs_keys,103,113,2.929657305812736
CHEMBL3638334,embed,324,16,1.860905596405204
CHEMBL3638334,mfp_r2_1024,324,825,6.45764957338341
CHEMBL3638334,maccs_keys,324,129,5.021188027280931
CHEMBL3638342,embed,207,16,2.04101822637937
CHEMBL3638342,mfp_r2_1024,207,467,6.699333342299913
CHEMBL3638342,maccs_keys,207,103,4.521366838784082
CHEMBL3638344,embed,542,16,1.588905479776043
CHEMBL3638344,mfp_r2_1024,542,938,4.134033532760089
CHEMBL3638344,maccs_keys,542,137,2.58498775328326
CHEMBL3638360,embed,147,16,1.2869898524535386
CHEMBL3638360,mfp_r2_1024,147,639,3.9173993083262815
CHEMBL3638360,maccs_keys,147,122,2.9694678084114816
CHEMBL3638364,embed,116,16,1.8967121200612795
CHEMBL3638364,mfp_r2_1024,116,520,7.636056318010233
CHEMBL3638364,maccs_keys,116,85,4.9568714939548375
CHEMBL3712907,embed,131,16,3.207130193076588
CHEMBL3712907,mfp_r2_1024,131,556,5.705958263240154
CHEMBL3712907,maccs_keys,131,114,3.8381696167237807
CHEMBL3714029,embed,246,16,3.0196445334371576
CHEMBL3714029,mfp_r2_1024,246,756,9.176041726395416
CHEMBL3714029,maccs_keys,246,136,4.7649241830701445
CHEMBL3714079,embed,315,16,2.4117080725225986
CHEMBL3714079,mfp_r2_1024,315,761,7.35681176489761
CHEMBL3714079,maccs_keys,315,130,3.5319493919928875
CHEMBL3714130,embed,460,16,1.861932320727395
CHEMBL3714130,mfp_r2_1024,460,842,8.36357487724721
CHEMBL3714130,maccs_keys,460,110,4.427315303167036
CHEMBL3813586,embed,109,16,1.7349287101583717
CHEMBL3813586,mfp_r2_1024,109,270,7.630594634421608
CHEMBL3813586,maccs_keys,109,80,4.547787676332202
CHEMBL3879842,embed,85,16,1.8789380074142372
CHEMBL3879842,mfp_r2_1024,85,383,5.428646071046625
CHEMBL3879842,maccs_keys,85,117,3.2250278634296348
CHEMBL3988583,embed,815,16,2.812447730867371
CHEMBL3988583,mfp_r2_1024,815,965,8.65056870104429
CHEMBL3988583,maccs_keys,815,129,5.269628504036098
CHEMBL3988596,embed,368,16,2.4882713397089717
CHEMBL3988596,mfp_r2_1024,368,778,8.209253506863316
CHEMBL3988596,maccs_keys,368,116,5.021714887686605
CHEMBL3988599,embed,248,16,2.372440999848616
CHEMBL3988599,mfp_r2_1024,248,688,8.498109376201967
CHEMBL3988599,maccs_keys,248,120,4.220627865717889
CHEMBL3988609,embed,139,16,1.6835929157248395
CHEMBL3988609,mfp_r2_1024,139,369,6.162402282400963
CHEMBL3988609,maccs_keys,139,74,5.645821130242864
CHEMBL4295521,embed,162,16,2.133151706423992
CHEMBL4295521,mfp_r2_1024,162,651,5.0666096413262
CHEMBL4295521,maccs_keys,162,133,2.6192470383395645
CHEMBL4523462,embed,151,16,2.0051266407681125
CHEMBL4523462,mfp_r2_1024,151,535,7.311758676260085
CHEMBL4523462,maccs_keys,151,96,5.3587051537078505
chembl_random_500_seed1526,embed,500,16,2.728414027730891
chembl_random_500_seed1526,mfp_r2_1024,500,1023,22.347428241619824
chembl_random_500_seed1526,maccs_keys,500,152,11.776370494751625
chembl_random_1500_seed1309,embed,1500,16,2.7606966020615684
chembl_random_1500_seed1309,mfp_r2_1024,1500,1024,17.068144745032505
chembl_random_1500_seed1309,maccs_keys,1500,154,11.026516391390755
chembl_random_9269_seed3665,embed,9269,16,2.7328407094649885
chembl_random_9269_seed3665,mfp_r2_1024,9269,1024,15.504993158145773
chembl_random_9269_seed3665,maccs_keys,9269,155,10.32287347704907
chembl_random_500_seed493,embed,500,16,2.749105407220295
chembl_random_500_seed493,mfp_r2_1024,500,1024,15.276529113272398
chembl_random_500_seed493,maccs_keys,500,153,11.967878854547488
chembl_random_9269_seed175,embed,9269,16,2.732661824251025
chembl_random_9269_seed175,mfp_r2_1024,9269,1024,15.653476692540956
chembl_random_9269_seed175,maccs_keys,9269,155,10.33714886467315
chembl_random_1500_seed5968,embed,1500,16,2.757047747632844
chembl_random_1500_seed5968,mfp_r2_1024,1500,1024,21.580952476157087
chembl_random_1500_seed5968,maccs_keys,1500,154,10.603052616567718
chembl_random_9269_seed251,embed,9269,16,2.741686586244119
chembl_random_9269_seed251,mfp_r2_1024,9269,1024,15.492309269140222
chembl_random_9269_seed251,maccs_keys,9269,155,10.436718520052336
chembl_random_1500_seed8176,embed,1500,16,2.7364354139376528
chembl_random_1500_seed8176,mfp_r2_1024,1500,1024,15.44352132438352
chembl_random_1500_seed8176,maccs_keys,1500,155,10.287024818085024
chembl_random_500_seed7955,embed,500,16,2.764201547788005
chembl_random_500_seed7955,mfp_r2_1024,500,1024,26.626438667720933
chembl_random_500_seed7955,maccs_keys,500,151,11.828657223339825
